t_index	 term	 df 
4871	entourag	3
4872	entranc	7
4873	entrench	2
4874	entrepreneur	2
4875	entrepreneuri	2
4876	entrepreneurship	5
4877	entri	3
4878	entrust	1
4879	envelop	1
4880	envi	1
4881	environ	8
4882	environment	11
4883	environmentalist	3
4884	envis	2
4885	envisag	1
4886	envoi	7
4887	epa	1
4888	epic	2
4889	epicent	31
4890	epidem	2
4891	epiphani	1
4892	episcop	3
4893	episod	2
4894	equal	20
4895	equanim	1
4896	equip	88
4897	equival	12
4898	er	1
4899	eras	11
4900	erect	7
4901	erena	1
4902	eri	3
4903	eric	6
4904	erinson	1
4905	erlang	1
4906	ernesto	4
4907	erni	4
4908	erod	8
4909	eros	4
4910	err-r-r	1
4911	errand	1
4912	errat	8
4913	erron	3
4914	error	47
4915	error-pron	1
4916	erupt	18
4917	esam	1
4918	escal	9
4919	escap	85
4920	escape	28
4921	escort	10
4922	escud	3
4923	especi	74
4924	espehello	1
4925	espi	6
4926	espionag	34
4927	espitia	1
4928	espo	1
4929	espous	1
4930	essai	3
4931	essenc	3
4932	essenti	16
4933	establish	49
4934	estat	18
4935	estim	63
4936	estrada	1
4937	estrang	1
4938	etar	1
4939	etat	7
4940	etcetera	1
4941	ethan	2
4942	ethic	7
4943	ethiopia	1
4944	ethnic	34
4945	ethnocentr	2
4946	etoge	1
4947	eu-	1
4948	eucom	1
4949	eugen	4
4950	eulog	1
4951	eulogi	3
4952	euphor	1
4953	euphoria	6
4954	europ	50
4955	european	52
4956	evacu	24
4957	evad	7
4958	evalu	11
4959	evan	5
4960	evanel	1
4961	evapor	3
4962	evas	14
4963	evelyn	2
4964	even	64
4965	even-hand	3
4966	evenh	1
4967	evenhand	1
4968	evenli	5
4969	event	80
4970	events:	5
4971	eventu	45
4972	ever-shrink	2
4973	ever-worsen	1
4974	everett	1
4975	eversinc	1
4976	everybodi	20
4977	everydai	10
4978	evi	4
4979	evict	2
4980	evid	130
4981	evidenc	1
4982	evidence-gath	1
4983	evil	2
4984	evoc	1
4985	evok	1
4986	evolut	3
4987	ew	4
4988	ex-cabinet	1
4989	ex-cia	2
4990	ex-hous	1
4991	ex-husband	3
4992	ex-intellig	7
4993	ex-intern	1
4994	ex-lead	1
4995	ex-new	3
4996	ex-possess	2
4997	ex-presid	7
4998	ex-saudi	1
4999	ex-spi	12
5000	ex-wif	9
5001	exacerb	1
5002	exact	8
5003	exactli	37
5004	exagger	4
5005	exalt	1
5006	exam	4
5007	examin	47
5008	exampl	39
5009	example:	1
5010	exasper	2
5011	excav	12
5012	exce	4
5013	exceed	1
5014	exceedingli	1
5015	excel	5
5016	except	7
5017	excerpt	5
5018	excess	2
5019	exchang	23
5020	excit	9
5021	exclaim	1
5022	exclam	2
5023	exclud	20
5024	exclus	20
5025	exclusion	2
5026	exclusionari	1
5027	excruci	1
5028	excus	7
5029	execut	71
5030	exemplari	1
5031	exemplifi	1
5032	exempt	2
5033	exercis	22
5034	exhaust	26
5035	exhibit	3
5036	exhilar	1
5037	exhort	2
5038	exil	41
5039	exist	20
5040	exit	25
5041	exocet	1
5042	exodu	3
5043	exoner	1
5044	expand	18
5045	expans	5
5046	expatri	3
5047	expect	187
5048	expectantli	1
5049	expedi	2
5050	expedit	4
5051	expel	5
5052	expenditur	2
5053	expens	21
5054	experi	46
5055	experienc	8
5056	expert	118
5057	expertis	8
5058	expir	9
5059	explain	35
5060	explan	13
5061	explicit	4
5062	explicitli	6
5063	explod	43
5064	exploit	7
5065	explor	13
5066	explos	222
5067	explosives-laden	3
5068	explosives-pack	1
5069	export	19
5070	export-import	1
5071	expos	8
5072	express	74
5073	express-new	1
5074	expuls	1
5075	exquisit	1
5076	extend	38
5077	extens	34
5078	extent	27
5079	exterior	3
5080	extern	14
5081	extinct	2
5082	extinguish	2
5083	extol	2
5084	extort	4
5085	extra	20
5086	extra-leg	1
5087	extract	6
5088	extradit	33
5089	extraordinari	12
5090	extraordinarili	2
5091	extravag	1
5092	extravagance:	1
5093	extrem	21
5094	extremist	17
5095	extric	2
5096	exuber	1
5097	exud	1
5098	exult	1
5099	ey	61
5100	eyadema	1
5101	eyal	1
5102	eyebal	1
5103	eyelid	1
5104	eyesburn	1
5105	eyewit	10
5106	eyewitnesss	1
5107	f-105	5
5108	f-105d	1
5109	f-22	1
5110	fa	1
5111	faa	1
5112	fabiani	1
5113	fabric	5
5114	facad	4
5115	face	179
5116	face-off	2
5117	face-to-fac	1
5118	facial	1
5119	facil	45
5120	facilit	4
5121	fact	108
5122	fact-find	1
5123	factbook	4
5124	factbook:	2
5125	faction	13
5126	facto	2
5127	factor	23
5128	factor:	2
5129	factori	20
5130	factual	1
5131	fade	23
5132	fadeyev	1
5133	fagan	1
5134	fahrenheit	1
5135	fail	115
5136	failur	16
5137	faint	6
5138	faintli	1
5139	fair	45
5140	fair-skin	1
5141	fairfax	1
5142	fairleigh	1
5143	fairli	16
5144	faisal	1
5145	faith	8
5146	faith-bas	1
5147	faithless	1
5148	fake	10
5149	fall	68
5150	fallen	27
5151	fallout	1
5152	faln	1
5153	fals	30
5154	falsif	1
5155	falsifi	5
5156	falter	4
5157	fame	6
5158	famili	213
5159	familiar	17
5160	famou	4
5161	fan	10
5162	fanci	1
5163	fanfar	2
5164	far	178
5165	far-flung	3
5166	farawai	3
5167	farc	2
5168	fare	1
5169	farera	1
5170	farewel	16
5171	farid	1
5172	farina	3
5173	farinella	1
5174	farm	9
5175	farmer	8
5176	farmington	1
5177	farrier	1
5178	farther	2
5179	farthest	2
5180	fascin	5
5181	fascist	3
5182	fashion	7
5183	faso	8
5184	fast	22
5185	fast-fad	1
5186	fast-food	1
5187	faster	11
5188	fastest	2
5189	fat	2
5190	fatal	8
5191	fatalist	1
5192	fate	32
5193	father	76
5194	father-in-law	1
5195	fatherless	1
5196	fatigu	7
5197	fatwa	1
5198	fault	20
5199	faulti	1
5200	favor	49
5201	favorit	14
5202	faw	1
5203	fax	14
5204	fay	1
5205	fayettevil	1
5206	fbi	113
5207	fbi-l	1
5208	fbi-yemeni	1
5209	fda	1
5210	fear	107
5211	fear-mong	1
5212	fearfulli	1
5213	fearless	4
5214	feasibl	4
5215	feast	1
5216	feat	8
5217	featur	19
5218	feb	2
5219	februari	3
5220	fed	15
5221	feder	138
5222	federalist	1
5223	federico	11
5224	fee	5
5225	feed	14
5226	feel	118
5227	feet	61
5228	fehn	2
5229	feign	1
5230	feingold	1
5231	feinstein	3
5232	felix	9
5233	fell	66
5234	fellow	38
5235	fellow-stud	1
5236	felon	4
5237	feloni	13
5238	felt	80
5239	femal	13
5240	feminist	1
5241	fenc	6
5242	fend	2
5243	ferdinand	1
5244	ferment	1
5245	fernand	5
5246	fernandez	1
5247	fernando	5
5248	feroci	1
5249	ferraro	1
5250	ferreira	3
5251	ferrer	1
5252	ferrero	12
5253	ferret	2
5254	ferri	4
5255	fertil	3
5256	fervor	5
5257	fest	1
5258	festiv	8
5259	fetch	1
5260	fever	6
5261	feverish	1
5262	fewer	17
5263	fewest	1
5264	fh	1
5265	fhimah	1
5266	fi	1
5267	fiance	1
5268	fiberglass	9
5269	fiction	2
5270	fictiti	3
5271	fidel	5
5272	fidelia	2
5273	fidget	2
5274	fiefdom	2
5275	field	49
5276	fierc	16
5277	fieri	3
5278	fierrera	1
5279	fife	2
5280	fifteenth	1
5281	fifth	34
5282	fifth-seed	2
5283	fifth-set	1
5284	fifti	1
5285	fifty-thre	1
5286	fight	76
5287	fighter	14
5288	figur	93
5289	fijimori	1
5290	file	40
5291	filipov	1
5292	fill	36
5293	fillmor	1
5294	film	8
5295	filter	1
5296	filth	1
5297	final	197
5298	final-hour	1
5299	finalist	5
5300	finally:	1
5301	financ	40
5302	financi	63
5303	find	70
5304	fine	43
5305	finest	5
5306	finger	10
5307	finger-point	3
5308	fingerprint	5
5309	fingertip	1
5310	finish	57
5311	finit	2
5312	fink	3
5313	finland	2
5314	finsburi	1
5315	fire	72
5316	fire-breath	1
5317	firearm	12
5318	firebal	1
5319	firebomb	1
5320	firecrack	2
5321	firefight	6
5322	fireman	4
5323	firepow	2
5324	firerescu	1
5325	fireston	1
5326	firestorm	1
5327	firework	5
5328	firm	32
5329	firmer	1
5330	firmli	10
5331	firmly:	1
5332	first	1
5333	first-class	1
5334	first-degre	1
5335	first-hand	1
5336	first-round	16
5337	first-set	4
5338	first-term	2
5339	first-tim	2
5340	firstli	1
5341	fiscal	3
5342	fischer	2
5343	fish	10
5344	fisheri	1
5345	fisherman	2
5346	fishermen	5
5347	fissur	1
5348	fist	7
5349	fit	27
5350	fitcher	1
5351	fitter	1
5352	fittingli	1
5353	fitzgerald	7
5354	five-candid	10
5355	five-dai	4
5356	five-inch	1
5357	five-memb	3
5358	five-minut	2
5359	five-set	6
5360	five-sett	2
5361	five-stori	3
5362	five-term	4
5363	five-tim	1
5364	five-vot	1
5365	five-week	3
5366	five-year	24
5367	five-year-old	1
5368	fix	15
5369	fizzl	1
5370	fl	1
5371	fla	16
5372	flabbergast	1
5373	flag	36
5374	flag-drap	6
5375	flag-wav	4
5376	flagrant	2
5377	flair	2
5378	flak	1
5379	flake	3
5380	flaku	3
5381	flame	9
5382	flank	6
5383	flare	2
5384	flare-up	1
5385	flash	3
5386	flashbulb	1
5387	flashlight	1
5388	flashpoint	3
5389	flat	11
5390	flat-foot	1
5391	flat-out	1
5392	flatb	1
5393	flatli	1
5394	flatten	23
5395	flatter	1
5396	flatwar	1
5397	flaw	15
5398	flawless	2
5399	flawlessli	1
5400	flea	1
5401	fled	72
5402	fledgl	2
5403	flee	36
5404	fleet	72
5405	fleet:	2
5406	fleischer	1
5407	flesh	2
5408	fletchal	1
5409	fletcher	4
5410	flew	33
5411	flex	1
5412	flexibl	2
5413	flfing	1
5414	fli	2
5415	flier	1
5416	flight	49
5417	flimsi	1
5418	fling	1
5419	flint	1
5420	flintoff	2
5421	flip	3
5422	flip-flop	4
5423	float	15
5424	floater	1
5425	flood	36
5426	flood-control	2
5427	floodlight	1
5428	floodlit	2
5429	floor	37
5430	flore	15
5431	floresc	1
5432	florez	2
5433	florida	42
5434	florist	1
5435	floss	1
5436	flotilla	12
5437	flour	2
5438	flourish	3
5439	flow	10
5440	flower	8
5441	flown	44
5442	floyd	2
5443	fluctuat	1
5444	fluid	2
5445	flung	5
5446	fluorid	1
5447	flurri	4
5448	flush	1
5449	fluster	2
5450	fluti	1
5451	flux:	1
5452	fly	47
5453	fly-around	1
5454	focu	44
5455	focus	45
5456	focus-group	1
5457	focuss	2
5458	foe	16
5459	fofana	2
5460	fog	11
5461	foggi	4
5462	foil	6
5463	fold	3
5464	folei	2
5465	folk	7
5466	folklor	1
5467	follow	215
5468	follow-up	1
5469	following:	1
5470	followup	1
5471	foment	3
5472	fond	2
5473	font	1
5474	food	59
5475	fool	2
5476	foolish	1
5477	foot	43
5478	footag	3
5479	footbal	9
5480	football-s	1
5481	foothil	6
5482	foothold	6
5483	footnot	1
5484	footprint	1
5485	footstep	1
5486	footwear	1
5487	footwork	1
5488	for-profit	1
5489	forag	4
5490	forai	3
5491	forb	3
5492	forbid	1
5493	forbidden	2
5494	forc	365
5495	force-six	1
5496	force:	1
5497	forcefulli	1
5498	forcep	1
5499	forcibl	2
5500	ford	11
5501	forebod	1
5502	forecast	8
5503	foreclos	1
5504	forefront	2
5505	forehand	3
5506	forehead	2
5507	foreign	191
5508	foremost	3
5509	forens	21
5510	forerunn	2
5511	forese	3
5512	foreseen	1
5513	forest	9
5514	foretast	1
5515	forev	9
5516	foreword	1
5517	forg	4
5518	forgav	1
5519	forgeri	1
5520	forget	12
5521	forgiv	7
5522	forgiven	1
5523	forgot	1
5524	forgotten	5
5525	fork	2
5526	form	34
5527	formal	42
5528	format	9
5529	formid	2
5530	formul	1
5531	formula	3
5532	fornl	1
5533	forsak	1
5534	fort	1
5535	forth	4
5536	fortifi	2
5537	fortitud	1
5538	fortnight	1
5539	fortress	1
5540	fortun	16
5541	forty-seven	1
5542	forum	14
5543	forum:	1
5544	forward	57
5545	foster	4
5546	fought	45
5547	foul-smel	1
5548	found	14
5549	foundat	8
5550	founder	10
5551	fountain	1
5552	four-block	1
5553	four-dai	4
5554	four-hour	3
5555	four-inch	2
5556	four-minut	1
5557	four-person	1
5558	four-point	1
5559	four-star	4
5560	four-stori	5
5561	four-term	2
5562	four-tim	10
5563	four-wheel	1
5564	four-wheel-dr	7
5565	four-year	7
5566	fourth	53
5567	fourth-floor	1
5568	fourth-round	5
5569	fourth-seed	1
5570	fox	7
5571	foyer	2
5572	fpi	2
5573	fpt	1
5574	fr	1
5575	fraction	7
5576	fractiou	2
5577	fractur	9
5578	fragil	7
5579	fragment	9
5580	frai	4
5581	fraim	1
5582	frame	5
5583	framework	2
5584	franc	34
5585	france-press	1
5586	franchis	1
5587	franci	6
5588	franciscan	2
5589	francisco	37
5590	francoi	1
5591	franjo	3
5592	frank	28
5593	frankfurt	9
5594	frankli	8
5595	frantic	20
5596	fraser	1
5597	frasur	1
5598	fraud	68
5599	fraudul	5
5600	fraught	3
5601	frazier	2
5602	fred	2
5603	freder	1
5604	fredericqu	1
5605	frederik	1
5606	free	113
5607	free-for-al	1
5608	free-lanc	1
5609	free-market	2
5610	freed	22
5611	freedom	40
5612	freedom-lov	1
5613	freeh	25
5614	freeli	14
5615	freelli	1
5616	freepelti	2
5617	freer	2
5618	freewheel	1
5619	freez	2
5620	freight	2
5621	fremd	5
5622	fremont	2
5623	french	64
5624	french-built	2
5625	french-mad	1
5626	french-speak	1
5627	french-train	1
5628	frenchman	8
5629	frenchmen	1
5630	frenchwoman	2
5631	frenzi	3
5632	frequent	28
5633	fresh	18
5634	fresher	1
5635	freshman	5
5636	freshmen	1
5637	fresno	1
5638	friction	1
5639	fridai	216
5640	friday:	1
5641	friend	80
5642	friendli	18
5643	friendship	6
5644	frigat	10
5645	frighten	21
5646	frigid	1
5647	frist	2
5648	frond	1
5649	front	2
5650	front-end	5
5651	front-man	1
5652	front-pag	2
5653	front-run	2
5654	front-runn	1
5655	frontier	1
5656	frontlin	1
5657	frown	1
5658	froze	7
5659	frozen	4
5660	fruit	7
5661	fruition	1
5662	fruitless	1
5663	frustrat	40
5664	fry	1
5665	fsb	4
5666	fudg	1
5667	fuel	40
5668	fuerth	1
5669	fugazi	5
5670	fugimori	1
5671	fugit	72
5672	fujimori	62
5673	fulfil	5
5674	full-fledg	1
5675	full-pag	2
5676	full-scal	1
5677	full-throat	3
5678	fullest	4
5679	fulli	37
5680	fume	1
5681	fun	2
5682	function	14
5683	functionari	2
5684	fund	52
5685	fund-rais	19
5686	fund:	1
5687	fundament	13
5688	fundamentalist	9
5689	fundrais	1
5690	funer	19
5691	funnel	3
5692	funni	2
5693	furi	5
5694	furiou	12
5695	furious	6
5696	furnish	2
5697	furnitur	6
5698	furor	2
5699	furrow	2
5700	furthermor	3
5701	furthest	1
5702	furtiv	2
5703	fuselag	1
5704	fuss	1
5705	futa	1
5706	futil	4
5707	futur	88
5708	futurist	1
5709	fuzzi	1
5710	ga	47
5711	gabbi	1
5712	gabe	1
5713	gabon	2
5714	gabriel	1
5715	gadget	1
5716	gadhafi	1
5717	gaell	1
5718	gaff	1
5719	gafnei	1
5720	gag	1
5721	gagliardi	2
5722	gagnoa	4
5723	gai	10
5724	gaig	1
5725	gain	39
5726	gajar	1
5727	gal	1
5728	galapago	2
5729	gale	6
5730	galiardi	1
5731	gallup	3
5732	gallust	3
5733	galo	8
5734	galvan	2
5735	galvin	1
5736	gamarra	1
5737	gambler	2
5738	game	57
5739	gan	3
5740	gandhi	7
5741	gandhinagar	1
5742	gang	17
5743	gangster	1
5744	gangster-styl	1
5745	gantlet	1
5746	gap	11
5747	gape	16
5748	garag	6
5749	garbag	16
5750	garbage-remov	1
5751	garbl	4
5752	garcia	23
5753	garden	13
5754	gari	8
5755	garin	1
5756	garland	1
5757	garment	1
5758	garner	5
5759	garri	2
5760	garro	1
5761	garwood	3
5762	gas-pow	1
5763	gase	1
5764	gash	4
5765	gasolin	2
5766	gasp	1
5767	gaston	1
5768	gate	17
5769	gatehous	2
5770	gatewai	2
5771	gather	88
5772	gatl	1
5773	gatorad	1
5774	gaudi	1
5775	gaug	3
5776	gauna	2
5777	gaur	1
5778	gautam	1
5779	gave	105
5780	gavel	1
5781	gavlak	1
5782	gawker	1
5783	gay-e	3
5784	gaza	16
5785	gaze	4
5786	gazett	1
5787	gazillion-dollar	1
5788	gbagbo	38
5789	gbessi	1
5790	gbgm-umc	1
5791	gear	10
5792	gedda	1
5793	gedrif	1
5794	gee	1
5795	geeman	1
5796	gehman	10
5797	gehman-crouch	1
5798	gejdenson	4
5799	gelu	1
5800	gen	77
5801	gendarm	2
5802	gene	2
5803	gener	222
5804	general-secretari	1
5805	generos	2
5806	genex	1
5807	genocid	4
5808	genom	1
5809	genrikh	1
5810	gentl	1
5811	gentleman	1
5812	gentlemen	1
5813	gentli	6
5814	genuin	5
5815	geo	5
5816	geoff	1
5817	geofferi	1
5818	geoffrei	3
5819	geographi	1
5820	geolog	11
5821	geologist	2
5822	geopolit	1
5823	georg	117
5824	georgetown	1
5825	georgi	1
5826	georgia	9
5827	georgian	2
5828	gephardt	2
5829	gerald	1
5830	gerd	1
5831	gerhard	5
5832	gerin	1
5833	german	23
5834	germani	63
5835	germany-deport	1
5836	germicid	1
5837	gerri	1
5838	gerstein	1
5839	gestapo	1
5840	gestur	21
5841	get	84
5842	get-along	1
5843	get-out-the-vot	2
5844	getawai	7
5845	ghee	1
5846	ghost	4
5847	gi	1
5848	giant	11
5849	gift	18
5850	gigant	1
5851	giggl	2
5852	gil	1
5853	gila	1
5854	gilbert	1
5855	gillespi	2
5856	gilman	1
5857	gilmor	2
5858	gimbel	1
5859	gina	1
5860	ginger	2
5861	gingerli	3
5862	girder	1
5863	girl	29
5864	girlfriend	3
5865	giuliani	12
5866	give	67
5867	given	115
5868	gizbert	3
5869	glad	11
5870	gladi	1
5871	gladkovich	1
5872	gladli	1
5873	glanc	5
5874	glascoff	1
5875	glaspi	3
5876	glass	17
5877	gleefulli	2
5878	glen	4
5879	glenni	2
5880	glimps	6
5881	glisten	1
5882	global	19
5883	globe	6
5884	glori	3
5885	gloria	1
5886	glorifi	1
5887	gloriou	2
5888	glove	4
5889	glow	3
5890	glue	4
5891	glum	1
5892	gmc	1
5893	gnassingb	1
5894	gnd	1
5895	go	233
5896	goal	17
5897	goal:	1
5898	goals:	1
5899	goate	1
5900	gobbl	1
5901	god	36
5902	god-fear	1
5903	goddess	1
5904	goe	33
5905	goggl	1
5906	goh	1
5907	goin	4
5908	going-awai	1
5909	gokool	1
5910	gold	15
5911	golden	4
5912	goldman	3
5913	goldsmith	3
5914	goldstein	4
5915	golf	4
5916	golfer	1
5917	goliath	1
5918	gone	74
5919	gonna	5
5920	good	202
5921	good-behavior	1
5922	good-by	4
5923	good-natur	1
5924	goodby	5
5925	goodwil	4
5926	gop	22
5927	gop-control	1
5928	gop-held	1
5929	gop-trend	2
5930	goran	6
5931	gorbachov	1
5932	gordana	1
5933	gordi	3
5934	gordon	7
5935	gore	65
5936	gore-bush	1
5937	gore-lieberman	4
5938	gore:	2
5939	gorgeou	1
5940	gorton	8
5941	gosh	1
5942	gossip	1
5943	gostran	1
5944	got	134
5945	gotten	11
5946	gov	77
5947	gove	1
5948	govern	343
5949	government	2
5950	government-back	1
5951	government-control	2
5952	government-own	3
5953	government-run	2
5954	government-sponsor	1
5955	government-suppli	1
5956	government:	4
5957	governor	78
5958	gown	3
5959	grab	15
5960	grabbi	1
5961	grace	6
5962	graceless	1
5963	graciou	3
5964	grade	1
5965	grado	1
5966	gradual	9
5967	graduat	5
5968	graf	2
5969	graff	1
5970	graffiti	2
5971	graham	3
5972	grai	3
5973	grain	3
5974	graini	1
5975	gram	12
5976	gramm	3
5977	grammar	1
5978	grand	66
5979	grandchildren	2
5980	granddaught	4
5981	grandfath	2
5982	grandios	1
5983	grandma	1
5984	grandmaison	1
5985	grandmom	1
5986	grandmoth	5
5987	grandson	13
5988	granger	5
5989	granit	1
5990	grant	48
5991	grapevin	1
5992	graphic	2
5993	grappl	3
5994	grasp	7
5995	grasslei	1
5996	grate	17
5997	gratifi	3
5998	gratitud	4
5999	grave	22
6000	gravesid	2
6001	gravest	1
6002	gravi	1
6003	gravit	1
6004	graviti	1
6005	graze	1
6006	great	97
6007	greater	30
6008	greatest	17
6009	greatli	2
6010	greec	4
6011	greed	1
6012	greek	3
6013	green	17
6014	greenhous	1
6015	greenleaf	1
6016	greenwai	1
6017	greenwood	2
6018	greet	32
6019	greg	20
6020	gregor	4
6021	gregori	1
6022	gregorio	1
6023	grenad	11
6024	grenada	2
6025	greta	3
6026	grew	19
6027	grey-beard	1
6028	grid	2
6029	gridlock	2
6030	grief	10
6031	griev	8
6032	grievanc	4
6033	griffith	1
6034	grim	15
6035	grim-fac	3
6036	grimac	4
6037	grin	5
6038	grind	4
6039	grip	18
6040	grisli	2
6041	gritti	1
6042	groan	1
6043	groceri	2
6044	groh	1
6045	groom	1
6046	groov	2
6047	grope	1
6048	grosanc	1
6049	grosjean	17
6050	gross	2
6051	grotesqu	3
6052	ground	104
6053	groundbreak	1
6054	groundless	3
6055	groundstrok	12
6056	groundwork	3
6057	group	192
6058	groups:	1
6059	grove	1
6060	grow	61
6061	grown	16
6062	growth	8
6063	grubac	2
6064	gruber	1
6065	grucci	3
6066	grudg	1
6067	grudgingli	1
6068	gruel	5
6069	gruesom	2
6070	grumbl	2
6071	gruntlik	4
6072	gu	1
6073	guadalup	2
6074	guarante	21
6075	guaranti	2
6076	guard	80
6077	guardao	2
6078	guardian	5
6079	guardsmen	2
6080	guatemala	23
6081	guatemalan	2
6082	gubernatori	3
6083	guei	38
6084	guerilla	4
6085	guerrilla	18
6086	guess	16
6087	guest	14
6088	guevara	1
6089	gui	33
6090	guid	22
6091	guided-missil	4
6092	guidelin	11
6093	guido	1
6094	guie	3
6095	guillermo	1
6096	guilt	4
6097	guilti	41
6098	guinea	2
6099	guis	3
6100	gujarat	39
6101	gujarati	2
6102	gujral	1
6103	gulch	1
6104	gulf	93
6105	gull	1
6106	gullast	1
6107	gun	47
6108	gun-run	1
6109	gun-tot	1
6110	gunboat	2
6111	gunfight	1
6112	gunfir	9
6113	gung-ho	1
6114	gunman	2
6115	gunmen	1
6116	gunn	4
6117	gunrun	1
6118	gunshot	8
6119	gupta	2
6120	gurnei	1
6121	guru	1
6122	gustavo	17
6123	gut	4
6124	gutman	1
6125	guzman	2
6126	guzun	1
6127	gymnasium	3
6128	gyro	2
6129	gyrocompass	1
6130	gyroscop	3
6131	haass	4
6132	habiar	1
6133	habib	1
6134	habit	2
6135	haddock	1
6136	hadhramaut	6
6137	hadi	1
6138	hadn	7
6139	hadramaut	2
6140	hager	2
6141	hagerstown	2
6142	haggard	1
6143	haggl	1
6144	hagu	33
6145	hahdramaut	1
6146	hai	2
6147	haider	1
6148	haight	1
6149	hail	11
6150	haiphong	1
6151	hair	15
6152	hairbreadth	1
6153	hairstyl	5
6154	hairstylist	1
6155	haiti	1
6156	haitian	1
6157	hal	1
6158	hale	1
6159	halei	1
6160	halevi	2
6161	half	108
6162	half-broth	1
6163	half-buri	1
6164	half-dozen	2
6165	half-eaten	1
6166	half-express	1
6167	half-finish	2
6168	half-hour	2
6169	half-inch	3
6170	half-mil	2
6171	half-million	1
6172	half-pric	1
6173	half-sist	1
6174	half-staff	3
6175	half-vollei	1
6176	halfwai	4
6177	haliberton	1
6178	hall	18
6179	hall-of-fam	1
6180	halliburton	4
6181	hallwai	3
6182	halprin	15
6183	halt	22
6184	ham-hand	2
6185	hama	9
6186	hamilton	5
6187	hammer	12
6188	hammerfest	1
6189	hammock	1
6190	hamper	15
6191	hampshir	4
6192	hampton	1
6193	hamstr	1
6194	hamza	2
6195	hancock	1
6196	hand	104
6197	hand-carri	1
6198	hand-ov	2
6199	hand-shak	1
6200	hand-wring	3
6201	hand:	1
6202	handcuf	3
6203	handgun	12
6204	handi	3
6205	handicap	1
6206	handili	1
6207	handl	37
6208	handler	1
6209	handov	4
6210	handpick	5
6211	hands-on	4
6212	handshak	3
6213	handsom	2
6214	handwritten	4
6215	hang	23
6216	hangar	4
6217	hankei	1
6218	hanoi	39
6219	hanov	1
6220	hantuchova	6
6221	hap	1
6222	haphazard	1
6223	happen	145
6224	happi	36
6225	happier	4
6226	happiest	3
6227	happili	1
6228	hara-kiri	1
6229	haraldseid	1
6230	harass	5
6231	harbor	99
6232	harborsid	1
6233	harbour	1
6234	harburi	3
6235	hard	79
6236	hard-edg	1
6237	hard-fought	1
6238	hard-hit	7
6239	hard-lin	3
6240	hardbal	1
6241	hardcourt	3
6242	harden	4
6243	harder	10
6244	harder-lin	1
6245	hardest	16
6246	hardest-fought	1
6247	hardest-hit	5
6248	hardi	2
6249	hardli	15
6250	hardlin	1
6251	hardship	6
6252	hardwar	1
6253	haren	13
6254	harerb	1
6255	harin	1
6256	harjivan	3
6257	harlei	1
6258	harlem	1
6259	harm	8
6260	harmless	1
6261	harold	14
6262	harp	1
6263	harper	19
6264	harpoon	1
6265	harri	5
6266	harrison	2
6267	harrow	1
6268	harsh	16
6269	harshli	3
6270	hart	5
6271	harvard	2
6272	harvei	1
6273	harvest	1
6274	hashim	1
6275	hasid	3
6276	hass	1
6277	hassl	1
6278	hast	3
6279	hasten	1
6280	hastert	5
6281	hasti	2
6282	hastili	4
6283	hat	2
6284	hatch	24
6285	hate	2
6286	hate-fil	2
6287	hatim	1
6288	hatr	8
6289	haul	6
6290	haunt	8
6291	haut	1
6292	havana	1
6293	have	74
6294	have-to-hav	1
6295	haven	49
6296	haviar	2
6297	havoc	3
6298	haw	6
6299	hawaii	10
6300	hawk	2
6301	hawk-nos	1
6302	hawkin	25
6303	hawlei	1
6304	hayat	2
6305	hazard	1
6306	head	204
6307	head-to-head	2
6308	head-to-to	2
6309	head-up	1
6310	headach	2
6311	headband	4
6312	headdress	1
6313	headi	2
6314	headlight	1
6315	headlin	25
6316	headlinenew	2
6317	headmast	1
